	FilePath	Line	Logged	Thrown	SetLogicFlag	Return	RecoverFlag	OtherOperation	CatchBlock
--------------------------------------------------------									
"NumExceptionType: 220, NumCatchBlock: 4041, NumLogged: 771, NumThrown: 969, NumLoggedAndThrown: 30, NumLoggedNotThrown: 741."									
									
--------------------------------------------------------									
"Exception Type [System.Exception]: NumCatchBlock: 1527, NumLogged: 638, NumThrown: 264, NumLoggedAndThrown: 26, NumLoggedNotThrown: 612."									
ID:1	..\data\MonoDevelop\monodevelop-4.3.3\extras\AspNetEdit\AspNetEdit.Integration\GeckoWebBrowser.cs	136	"MonoDevelop.Core.LoggingService.LogError (""Could not write temporary HTML file '{0}' for Gecko web control\n{1}"", tempFile, ex.ToString ())"						"catch (Exception ex) {MonoDevelop.Core.LoggingService.LogError (""Could not write temporary HTML file '{0}' for Gecko web control\n{1}"", tempFile, ex.ToString ());}"
ID:2	..\data\MonoDevelop\monodevelop-4.3.3\extras\AspNetEdit\AspNetEdit.Integration\GeckoWebBrowser.cs	164	"MonoDevelop.Core.LoggingService.LogError (""Could not delete temp file '{0}'\n{1]"", oldTempFile, ex.ToString ())"						"catch (Exception ex) {MonoDevelop.Core.LoggingService.LogError (""Could not delete temp file '{0}'\n{1]"", oldTempFile, ex.ToString ());}"
ID:3	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Designer\Dialogs\CreateDatabaseDialog.cs	74				return;	QueryService.RaiseException (ex);	Respond (ResponseType.Close);	catch (Exception ex) {QueryService.RaiseException (ex);Respond (ResponseType.Close);return;}
ID:4	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Designer\Dialogs\TableEditorDialog.cs	162	LoggingService.LogDebug (builder.ToString ())						catch (Exception ee) {LoggingService.LogDebug (builder.ToString ());LoggingService.LogError (ee.ToString ());}
ID:5	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	106					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:6	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	133					QueryService.RaiseException (e);		catch (Exception e) { QueryService.RaiseException (e); }
ID:7	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	175					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:8	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	232					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:9	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	358					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:10	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	397					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:11	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	437					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:12	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	477					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:13	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	698					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:14	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	917					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:15	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	1052					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:16	..\data\MonoDevelop\monodevelop-4.3.3\extras\MonoDevelop.Database\MonoDevelop.Database.Sql.SqlServer\SqlServerSchemaProvider.cs	1075					QueryService.RaiseException (e);		catch (Exception e) {QueryService.RaiseException (e);}
ID:17	..\data\MonoDevelop\monodevelop-4.3.3\main\external\guiunit\src\framework\Constraints\ThrowsConstraint.cs	162				return ex;	return ex;		catch (Exception ex) { return ex; }
ID:18	..\data\MonoDevelop\monodevelop-4.3.3\main\external\guiunit\src\framework\Internal\Commands\ApplyChangesToContextCommand.cs	47					if (ex is ThreadAbortException) Thread.ResetAbort();	Thread.ResetAbort();	catch (Exception ex) {#if !NETCF && !SILVERLIGHT if (ex is ThreadAbortException) Thread.ResetAbort();#endif context.CurrentResult.RecordException(ex); }
ID:19	..\data\MonoDevelop\monodevelop-4.3.3\main\external\guiunit\src\framework\Internal\Commands\OneTimeTearDownCommand.cs	66			ex = nex.InnerException		NUnitException nex = ex as NUnitException;	message = suiteResult.Message + NUnit.Env.NewLine + message;	"catch (Exception ex) { // Error in TestFixtureTearDown or Dispose causes the // suite to be marked as a error, even if // all the contained tests passed. NUnitException nex = ex as NUnitException; if (nex != null) ex = nex.InnerException; // TODO: Can we move this logic into TestResult itself? string message = ""TearDown : "" + ExceptionHelper.BuildMessage(ex); if (suiteResult.Message != null) message = suiteResult.Message + NUnit.Env.NewLine + message; string stackTrace = ""--TearDown"" + NUnit.Env.NewLine + ExceptionHelper.BuildStackTrace(ex); if (suiteResult.StackTrace != null) stackTrace = suiteResult.StackTrace + NUnit.Env.NewLine + stackTrace; // TODO: What about ignore exceptions in teardown? suiteResult.SetResult(ResultState.Error, message, stackTrace); }"
ID:20	..\data\MonoDevelop\monodevelop-4.3.3\main\external\guiunit\src\framework\Internal\Commands\SetUpTearDownCommand.cs	81					if (ex is ThreadAbortException) Thread.ResetAbort();	Thread.ResetAbort();	catch (Exception ex) {#if !NETCF && !SILVERLIGHT if (ex is ThreadAbortException) Thread.ResetAbort();#endif context.CurrentResult.RecordException(ex); }
ID:21	..\data\MonoDevelop\monodevelop-4.3.3\main\external\guiunit\src\framework\Internal\Commands\SetUpTearDownCommand.cs	112			ex = ex.InnerException		if (ex is NUnitException) ex = ex.InnerException;	ResultState resultState = context.CurrentResult.ResultState == ResultState.Cancelled ? ResultState.Cancelled : ResultState.Error;	"catch (Exception ex) { if (ex is NUnitException) ex = ex.InnerException; // TODO: What about ignore exceptions in teardown? ResultState resultState = context.CurrentResult.ResultState == ResultState.Cancelled ? ResultState.Cancelled : ResultState.Error; // TODO: Can we move this logic into TestResult itself? string message = ""TearDown : "" + ExceptionHelper.BuildMessage(ex); if (context.CurrentResult.Message != null) message = context.CurrentResult.Message + NUnit.Env.NewLine + message; string stackTrace = ""--TearDown"" + NUnit.Env.NewLine + ExceptionHelper.BuildStackTrace(ex); if (context.CurrentResult.StackTrace != null) stackTrace = context.CurrentResult.StackTrace + NUnit.Env.NewLine + stackTrace; context.CurrentResult.SetResult(resultState, message, stackTrace); }"
ID:22	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gendarme\rules\Gendarme.Rules.Correctness\ProvideCorrectRegexPatternRule.cs	150				return false;	"string msg = String.Format (CultureInfo.InvariantCulture, ""Pattern '{0}' is invalid. Reason: {1}"", pattern, e.Message);"	"Runner.Report (method, ins, Severity.High, confidence, msg);"	"catch (Exception e) {/* potential set of exceptions is not well documented and potentially changes with regarts to different runtime and/or runtime version. */string msg = String.Format (CultureInfo.InvariantCulture, ""Pattern '{0}' is invalid. Reason: {1}"", pattern, e.Message);Runner.Report (method, ins, Severity.High, confidence, msg);return false;}"
ID:23	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gendarme\rules\Gendarme.Rules.Interoperability\Test\DelegatesPassedToNativeCodeMustIncludeExceptionHandlingTest.cs	634	Console.WriteLine ()						catch (Exception ex) { Console.WriteLine (); }
ID:24	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gsharp\Main.cs	135		throw;				ResetOutput ();	catch (Exception e) {ResetOutput ();throw;}
ID:25	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gsharp\MainWindow.cs	103	Console.WriteLine (e)			return null;			catch (Exception e){Console.WriteLine (e);return null;}
ID:26	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gsharp\MainWindow.cs	205	"Console.WriteLine (""oops"" + e)"						"catch (Exception e ) {Console.WriteLine (""oops"" + e);}"
ID:27	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gsharp\Options.cs	355		"throw new OptionException (string.Format (c.OptionSet.MessageLocalizer (""Could not convert string `{0}' to type {1} for option `{2}'.""),value, targetType.Name, c.OptionName),c.OptionName, e);"					"catch (Exception e) {throw new OptionException (string.Format (c.OptionSet.MessageLocalizer (""Could not convert string `{0}' to type {1} for option `{2}'.""),value, targetType.Name, c.OptionName),c.OptionName, e);}"
ID:28	..\data\MonoDevelop\monodevelop-4.3.3\main\external\mono-tools\gsharp\Options.cs	573		throw;				Dictionary.Remove (name);	catch (Exception) {foreach (string name in added)Dictionary.Remove (name);throw;}
ID:29	..\data\MonoDevelop\monodevelop-4.3.3\main\external\monomac\samples\CFNetwork\AsyncTests.HttpClientTests\Addin\Server.cs	102				return;	startTcs.SetException (ex);		catch (Exception ex) {startTcs.SetException (ex);return;}
ID:30	..\data\MonoDevelop\monodevelop-4.3.3\main\external\monomac\samples\CFNetwork\AsyncTests.HttpClientTests\Addin\Server.cs	113		throw;			"Log (""SERVER EXCEPTION: {0} {1}"", running, ex);"	break;	"catch (Exception ex) {if (!running)break;Log (""SERVER EXCEPTION: {0} {1}"", running, ex);throw;}"
ID:31	..\data\MonoDevelop\monodevelop-4.3.3\main\external\monomac\samples\CFNetwork\AsyncTests.HttpClientTests\Addin\Server.cs	303					"if (!sctx.SetException (ex))Exception (context.Response, ex);"		"catch (Exception ex) {if (!sctx.SetException (ex))Exception (context.Response, ex);}"
ID:32	..\data\MonoDevelop\monodevelop-4.3.3\main\external\monomac\samples\CFNetwork\Models\AsyncTaskRunnerController.cs	121	"Console.WriteLine (""ERROR: {0}"", ex)"				"OnMessageEvent (""ERROR: {0}"", ex.Message);"		"catch (Exception ex) {OnMessageEvent (""ERROR: {0}"", ex.Message);Console.WriteLine (""ERROR: {0}"", ex);}"
ID:33	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	126		throw;		return null;	"if (IsErrorHandled(null, contract, null, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, false, 0); return null; } else { throw; }"	"HandleError(reader, false, 0);"	"catch (Exception ex) { if (IsErrorHandled(null, contract, null, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, false, 0); return null; } else { throw; } }"
ID:34	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	472		"throw JsonSerializationException.Create(reader, ""Error resolving type specified in JSON '{0}'."".FormatWith(CultureInfo.InvariantCulture, qualifiedTypeName), ex);"					"catch (Exception ex) { throw JsonSerializationException.Create(reader, ""Error resolving type specified in JSON '{0}'."".FormatWith(CultureInfo.InvariantCulture, qualifiedTypeName), ex); }"
ID:35	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	632		"throw JsonSerializationException.Create(reader, ""Error converting value {0} to type '{1}'."".FormatWith(CultureInfo.InvariantCulture, FormatValueForPrint(value), targetType), ex);"					"catch (Exception ex) { throw JsonSerializationException.Create(reader, ""Error converting value {0} to type '{1}'."".FormatWith(CultureInfo.InvariantCulture, FormatValueForPrint(value), targetType), ex); }"
ID:36	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	785		"throw JsonSerializationException.Create(reader, ""Error reading object reference '{0}'."".FormatWith(CultureInfo.InvariantCulture, id), ex);"					"catch (Exception ex) { throw JsonSerializationException.Create(reader, ""Error reading object reference '{0}'."".FormatWith(CultureInfo.InvariantCulture, id), ex); }"
ID:37	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	875		"throw JsonSerializationException.Create(reader, ""Could not convert string '{0}' to dictionary key type '{1}'. Create a TypeConverter to convert from the string to the key type object."".FormatWith(CultureInfo.InvariantCulture, reader.Value, contract.DictionaryKeyType), ex);"					"catch (Exception ex) { throw JsonSerializationException.Create(reader, ""Could not convert string '{0}' to dictionary key type '{1}'. Create a TypeConverter to convert from the string to the key type object."".FormatWith(CultureInfo.InvariantCulture, reader.Value, contract.DictionaryKeyType), ex); }"
ID:38	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	873		throw;			"if (IsErrorHandled(dictionary, contract, keyValue, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw;"	"HandleError(reader, true, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(dictionary, contract, keyValue, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw; }"
ID:39	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	944		"throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex);"	previousErrorIndex = errorPosition.Position		"if (IsErrorHandled(list, contract, errorPosition.Position, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, true, initialDepth); if (previousErrorIndex != null && previousErrorIndex == errorPosition.Position) { // reader index has not moved since previous error handling // break out of reading array to prevent infinite loop throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex); } else { previousErrorIndex = errorPosition.Position; } } else { throw; }"	JsonPosition errorPosition = reader.GetPosition(initialDepth);	"catch (Exception ex) { JsonPosition errorPosition = reader.GetPosition(initialDepth); if (IsErrorHandled(list, contract, errorPosition.Position, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, true, initialDepth); if (previousErrorIndex != null && previousErrorIndex == errorPosition.Position) { // reader index has not moved since previous error handling // break out of reading array to prevent infinite loop throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex); } else { previousErrorIndex = errorPosition.Position; } } else { throw; } }"
ID:40	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	1045		throw;			"if (IsErrorHandled(currentObject, contract, null, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, false, 0); else throw;"	"HandleError(reader, false, 0);"	"catch (Exception ex) { if (IsErrorHandled(currentObject, contract, null, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, false, 0); else throw; }"
ID:41	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	1084		"throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex);"	previousErrorIndex = errorPosition.Position		"if (IsErrorHandled(list, contract, errorPosition.Position, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, true, initialDepth); if (previousErrorIndex != null && previousErrorIndex == errorPosition.Position) { // reader index has not moved since previous error handling // break out of reading array to prevent infinite loop throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex); } else { previousErrorIndex = errorPosition.Position; } } else { throw; }"	JsonPosition errorPosition = reader.GetPosition(initialDepth);	"catch (Exception ex) { JsonPosition errorPosition = reader.GetPosition(initialDepth); if (IsErrorHandled(list, contract, errorPosition.Position, reader as IJsonLineInfo, reader.Path, ex)) { HandleError(reader, true, initialDepth); if (previousErrorIndex != null && previousErrorIndex == errorPosition.Position) { // reader index has not moved since previous error handling // break out of reading array to prevent infinite loop throw JsonSerializationException.Create(reader, ""Infinite loop detected from error handling."", ex); } else { previousErrorIndex = errorPosition.Position; } } else { throw; } }"
ID:42	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	1232		throw;			"if (IsErrorHandled(newObject, contract, memberName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw;"	"HandleError(reader, true, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(newObject, contract, memberName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw; }"
ID:43	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	1566		throw;			"if (IsErrorHandled(newObject, contract, memberName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw;"	"HandleError(reader, true, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(newObject, contract, memberName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw; }"
ID:44	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalReader.cs	1636		throw;			"if (IsErrorHandled(newObject, contract, property.PropertyName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw;"	"HandleError(reader, true, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(newObject, contract, property.PropertyName, reader as IJsonLineInfo, reader.Path, ex)) HandleError(reader, true, initialDepth); else throw; }"
ID:45	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	274		"throw JsonSerializationException.Create(null, writer.ContainerPath, ""Error writing object reference for '{0}'."".FormatWith(CultureInfo.InvariantCulture, value.GetType()), ex);"					"catch (Exception ex) { throw JsonSerializationException.Create(null, writer.ContainerPath, ""Error writing object reference for '{0}'."".FormatWith(CultureInfo.InvariantCulture, value.GetType()), ex); }"
ID:46	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	368		throw;			"if (IsErrorHandled(value, contract, property.PropertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw;"	"HandleError(writer, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(value, contract, property.PropertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw; }"
ID:47	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	527		throw;			"if (IsErrorHandled(values.UnderlyingCollection, contract, index, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw;"	"HandleError(writer, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(values.UnderlyingCollection, contract, index, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw; }"
ID:48	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	604		throw;			"if (IsErrorHandled(values, contract, i, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth + 1); else throw;"	"HandleError(writer, initialDepth + 1);"	"catch (Exception ex) { if (IsErrorHandled(values, contract, i, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth + 1); else throw; }"
ID:49	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	717		throw;			"if (IsErrorHandled(value, contract, property.PropertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw;"	"HandleError(writer, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(value, contract, property.PropertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw; }"
ID:50	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	743		throw;			"if (IsErrorHandled(value, contract, memberName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw;"	"HandleError(writer, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(value, contract, memberName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw; }"
ID:51	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonSerializerInternalWriter.cs	826		throw;			"if (IsErrorHandled(values.UnderlyingDictionary, contract, propertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw;"	"HandleError(writer, initialDepth);"	"catch (Exception ex) { if (IsErrorHandled(values.UnderlyingDictionary, contract, propertyName, null, writer.ContainerPath, ex)) HandleError(writer, initialDepth); else throw; }"
ID:52	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\JsonTypeReflector.cs	401			_dynamicCodeGeneration = false				catch (Exception) { _dynamicCodeGeneration = false; }
ID:53	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\ReflectionValueProvider.cs	58		"throw new JsonSerializationException(""Error setting value to '{0}' on '{1}'."".FormatWith(CultureInfo.InvariantCulture, _memberInfo.Name, target.GetType()), ex);"					"catch (Exception ex) { throw new JsonSerializationException(""Error setting value to '{0}' on '{1}'."".FormatWith(CultureInfo.InvariantCulture, _memberInfo.Name, target.GetType()), ex); }"
ID:54	..\data\MonoDevelop\monodevelop-4.3.3\main\external\Newtonsoft.Json\Src\Newtonsoft.Json\Serialization\ReflectionValueProvider.cs	75		"throw new JsonSerializationException(""Error getting value from '{0}' on '{1}'."".FormatWith(CultureInfo.InvariantCulture, _memberInfo.Name, target.GetType()), ex);"					"catch (Exception ex) { throw new JsonSerializationException(""Error getting value from '{0}' on '{1}'."".FormatWith(CultureInfo.InvariantCulture, _memberInfo.Name, target.GetType()), ex); }"
ID:55	..\data\MonoDevelop\monodevelop-4.3.3\main\external\ngit\Sharpen\Sharpen\Thread.cs	73	Console.WriteLine (exception)						catch (Exception exception) {Console.WriteLine (exception);}
ID:56	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\import.cs	191		"throw new InternalErrorException (e, ""Cannot import field `{0}.{1}' referenced in assembly `{2}'"",declaringType.GetSignatureForError (), fi.Name, declaringType.MemberDefinition.DeclaringAssembly);"					"catch (Exception e) {// TODO: I should construct fake TypeSpec based on TypeRef signature// but there is no way to do it with System.Reflectionthrow new InternalErrorException (e, ""Cannot import field `{0}.{1}' referenced in assembly `{2}'"",declaringType.GetSignatureForError (), fi.Name, declaringType.MemberDefinition.DeclaringAssembly);}"
ID:57	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\import.cs	2030		"throw new InternalErrorException (e, ""Could not import type `{0}' from `{1}'"",declaringType.GetSignatureForError (), declaringType.MemberDefinition.DeclaringAssembly.FullName);"					"catch (Exception e) {throw new InternalErrorException (e, ""Could not import type `{0}' from `{1}'"",declaringType.GetSignatureForError (), declaringType.MemberDefinition.DeclaringAssembly.FullName);}"
ID:58	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\import.cs	2054		"throw new InternalErrorException (e, ""Could not import nested type `{0}' from `{1}'"",t.FullName, declaringType.MemberDefinition.DeclaringAssembly.FullName);"					"catch (Exception e) {throw new InternalErrorException (e, ""Could not import nested type `{0}' from `{1}'"",t.FullName, declaringType.MemberDefinition.DeclaringAssembly.FullName);}"
ID:59	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\import.cs	2145		"throw new InternalErrorException (ex, ""Could not import property `{0}' inside `{1}'"",p.Name, declaringType.GetSignatureForError ());"					"catch (Exception ex) {throw new InternalErrorException (ex, ""Could not import property `{0}' inside `{1}'"",p.Name, declaringType.GetSignatureForError ());}"
ID:60	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\method.cs	1323		"throw new InternalErrorException (this, e);"					"catch (Exception e) {throw new InternalErrorException (this, e);}"
ID:61	..\data\MonoDevelop\monodevelop-4.3.3\main\external\nrefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\MonoSymbolFile.cs	337		"throw new MonoSymbolFileException (""Cannot read symbol file"", e);"					"catch (Exception e) {throw new MonoSymbolFileException (""Cannot read symbol file"", e);}"
ID:62	..\data\MonoDevelop\monodevelop-4.3.3\main\src\addins\AspNet\MonoDevelop.AspNet\MonoDevelop.AspNet.Deployment\WebDeployService.cs	85	"MonoDevelop.Core.LoggingService.LogError (""Unhandled exception in the web deploy thread"", e)"				"MonoDevelop.Ide.MessageService.ShowException (e, ""Web deploy failed due to unhandled exception"");"		"catch (Exception e) {MonoDevelop.Core.LoggingService.LogError (""Unhandled exception in the web deploy thread"", e);MonoDevelop.Ide.MessageService.ShowException (e, ""Web deploy failed due to unhandled exception"");}"
ID:63	..\data\MonoDevelop\monodevelop-4.3.3\main\src\addins\AspNet\MonoDevelop.AspNet\MonoDevelop.AspNet.Deployment\WebDeployService.cs	109	"MonoDevelop.Core.LoggingService.LogError (""Unhandled exception disposing the web deploy thread"", ex2)"						"catch (Exception ex2) {MonoDevelop.Core.LoggingService.LogError (""Unhandled exception disposing the web deploy thread"", ex2);}"
ID:64	..\data\MonoDevelop\monodevelop-4.3.3\main\src\addins\AspNet\MonoDevelop.AspNet\MonoDevelop.AspNet.Gui\BrowserLauncher.cs	41				return NullProcessAsyncOperation.Failure;	"MessageService.ShowError (GettextCatalog.GetString (""Error launching web browser""), ex.ToString ());"		"catch (Exception ex) {MessageService.ShowError (GettextCatalog.GetString (""Error launching web browser""), ex.ToString ());return NullProcessAsyncOperation.Failure;}"
ID:65	..\data\MonoDevelop\monodevelop-4.3.3\main\src\addins\MacPlatform\MacPlatform.cs	183	"LoggingService.LogError (""Could not load Apache mime database"", ex)"						"catch (Exception ex){LoggingService.LogError (""Could not load Apache mime database"", ex);}"
ID:66	..\data\MonoDevelop\monodevelop-4.3.3\main\src\addins\MacPlatform\MacPlatform.cs	207	"LoggingService.LogError (""Could not install global menu"", ex)"		setupFail = true	return false;	try {var m = NSApplication.SharedApplication.MainMenu;if (m != null) {m.Dispose ();}NSApplication.SharedApplication.MainMenu = null;} catch {}		"catch (Exception ex) {try {var m = NSApplication.SharedApplication.MainMenu;if (m != null) {m.Dispose ();}NSApplication.SharedApplication.MainMenu = null;} catch {}LoggingService.LogError (""Could not install global menu"", ex);setupFail = true;return false;}"
