	FilePath	Line	Logged	Thrown	SetLogicFlag	Return	RecoverFlag	OtherOperation	CatchBlock
--------------------------------------------------------									
"NumExceptionType: 106, NumCatchBlock: 1346, NumLogged: 252, NumThrown: 202, NumLoggedAndThrown: 24, NumLoggedNotThrown: 228."									
									
--------------------------------------------------------									
"Exception Type [System.Exception]: NumCatchBlock: 543, NumLogged: 173, NumThrown: 84, NumLoggedAndThrown: 18, NumLoggedNotThrown: 155."									
ID:1	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\ComponentInspector\ComponentInspector.Core\Src\ObjectBrowser\Panels\DetailPanel.cs	373					"ErrorDialog.Show(ex,""(bug, please report) Unexpected exception ""+ ""showing link"",""Unexpected Exception Showing Link"",MessageBoxIcon.Error);"		"catch (Exception ex){ErrorDialog.Show(ex,""(bug, please report) Unexpected exception ""+ ""showing link"",""Unexpected Exception Showing Link"",MessageBoxIcon.Error);}"
ID:2	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\CppBackendBinding\CppProject.cs	119		"throw new ProjectLoadException(ex.Message, ex);"					"catch (Exception ex) {throw new ProjectLoadException(ex.Message, ex);}"
ID:3	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\EmbeddedImageAddIn\ImageElement.cs	42					MessageBox.Show(ex.Message);		catch (Exception ex) {MessageBox.Show(ex.Message);}
ID:4	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	136							catch (Exception) {// Ignore.}
ID:5	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	167							catch (Exception) {// Ignore.}
ID:6	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	194							catch (Exception) {// Ignore.}
ID:7	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	223							catch (Exception) {// Ignore.}
ID:8	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	245							catch (Exception) {// Ignore.}
ID:9	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	268							catch (Exception) {// Ignore.}
ID:10	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	295							catch(Exception) { }
ID:11	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntOutputParser.cs	329							catch(Exception) { }
ID:12	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.Tests\Tests\Exception_Custom.cs	35		"throw new MyException(""test2"", e);"					"catch(System.Exception e) {throw new MyException(""test2"", e);}"
ID:13	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\FormsDesigner\Project\Src\DesignerViewContent.cs	449	LoggingService.Error(ex)						catch (Exception ex) {LoggingService.Error(ex);}
ID:14	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\FormsDesigner\Project\Src\DesignerViewContent.cs	513		"throw new FormsDesignerLoadException(e.InnerException.Message, e);"			"if (e.InnerException is FormsDesignerLoadException) {throw new FormsDesignerLoadException(e.InnerException.Message, e);} else if (e is FormsDesignerLoadException) {throw;} else if (designSurface != null && !designSurface.IsLoaded && designSurface.LoadErrors != null) {throw new FormsDesignerLoadException(FormatLoadErrors(designSurface), e);} else {throw;}"		"catch (Exception e) {if (e.InnerException is FormsDesignerLoadException) {throw new FormsDesignerLoadException(e.InnerException.Message, e);} else if (e is FormsDesignerLoadException) {throw;} else if (designSurface != null && !designSurface.IsLoaded && designSurface.LoadErrors != null) {throw new FormsDesignerLoadException(FormatLoadErrors(designSurface), e);} else {throw;}}"
ID:15	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WpfDesign\WpfDesign.Designer\Project\Services\UndoService.cs	157	"Debug.WriteLine(""Exception rolling back after Redo error:\n"" + ex.ToString())"						"catch (Exception ex) {Debug.WriteLine(""Exception rolling back after Redo error:\n"" + ex.ToString());}"
ID:16	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WpfDesign\WpfDesign.Designer\Project\Services\UndoService.cs	179	"Debug.WriteLine(""Exception rolling back after failure:\n"" + ex.ToString())"						"catch (Exception ex) {Debug.WriteLine(""Exception rolling back after failure:\n"" + ex.ToString());}"
ID:17	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\PackageManagement\Project\Src\RestorePackagesCommand.cs	47	LoggingService.Debug(ex.ToString())				outputMessagesView.AppendLine(ex.Message);		catch (Exception ex) {LoggingService.Debug(ex.ToString());outputMessagesView.AppendLine(ex.Message);}
ID:18	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Decompiler\Tests\Async.cs	110	"Console.WriteLine(""Crash"")"						"catch (Exception) {Console.WriteLine(""Crash"");}"
ID:19	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Decompiler\Tests\ExceptionHandling.cs	51	Console.WriteLine(ex.Message)						catch (Exception ex){Console.WriteLine(ex.Message);}
ID:20	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Decompiler\Tests\ExceptionHandling.cs	67	Console.WriteLine(ex2.Message)						catch (Exception ex2){Console.WriteLine(ex2.Message);}
ID:21	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Decompiler\Tests\ExceptionHandling.cs	112	Console.WriteLine(ex.Message)						catch (Exception ex){Console.WriteLine(ex.Message);}
ID:22	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Decompiler\Tests\ExceptionHandling.cs	120	Console.WriteLine(ex.Message)						catch (Exception ex){Console.WriteLine(ex.Message);}
ID:23	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Debugging\IDebuggerService.cs	220		"throw new ApplicationException(""Can't execute \"""" + processStartInfo.FileName + ""\""\n"");"				OnDebugStopped(EventArgs.Empty);	"catch (Exception) {OnDebugStopped(EventArgs.Empty);throw new ApplicationException(""Can't execute \"""" + processStartInfo.FileName + ""\""\n"");}"
ID:24	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Designer\TypeResolutionService.cs	230					"MessageService.ShowException(ex, ""Error calling linker for netmodule"");"		"catch (Exception ex) {MessageService.ShowException(ex, ""Error calling linker for netmodule"");}"
ID:25	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Designer\TypeResolutionService.cs	430	LoggingService.Error(e)						catch (Exception e) {LoggingService.Error(e);}
ID:26	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Designer\TypeResolutionService.cs	403	LoggingService.Error(e)						catch (Exception e) {LoggingService.Error(e);}
ID:27	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Dom\ClassBrowser\DerivedTypesTreeNode.cs	91							"catch (Exception) {// TODO Can't load the type, what to do?}"
ID:28	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\GacReferencePanel.cs	262					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:29	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\ServiceReference\AddServiceReferenceViewModel.cs	98			ServiceDescriptionMessage = ex.Message				catch (Exception ex) {ServiceDescriptionMessage = ex.Message;}
ID:30	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\ServiceReference\AddServiceReferenceViewModel.cs	317	"ICSharpCode.Core.LoggingService.Error(""Failed to add service reference."", ex)"						"catch (Exception ex) {ICSharpCode.Core.LoggingService.Error(""Failed to add service reference."", ex);}"
ID:31	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\ServiceReference\AddServiceReferenceViewModel.cs	393				return null;			catch (Exception) {return null;}
ID:32	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Workbench\DisplayBinding\ExternalProcessDisplayBinding.cs	49					MessageService.ShowError(ex.Message);		catch (Exception ex) {MessageService.ShowError(ex.Message);}
ID:33	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\ResourceService\ResourceService.cs	221					try {Thread.CurrentThread.CurrentUICulture = new System.Globalization.CultureInfo(language.Split('-')[0]);} catch (Exception) {}		catch (Exception) {try {Thread.CurrentThread.CurrentUICulture = new System.Globalization.CultureInfo(language.Split('-')[0]);} catch (Exception) {}}
ID:34	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\ResourceService\ResourceService.cs	224							catch (Exception) {}
ID:35	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\ResourceService\ResourceService.cs	289							catch (Exception) { }
ID:36	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\ResourceService\ResourceService.cs	301							catch (Exception) { }
ID:37	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\ResourceService\ResourceService.cs	335							catch (Exception) { }
ID:38	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\StringParser\StringParser.cs	221				return ex.Message;	return ex.Message;		catch (Exception ex) {return ex.Message;}
ID:39	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\ICSharpCode.Core.Presentation\OptionBinding.cs	130		"throw new Exception(""Failing to convert "" + this.FullPropertyName + "" to "" + dp.OwnerType.Name + ""."" + dp.Name + "" ("" + dp.PropertyType + "")"", e);"					"catch (Exception e) {throw new Exception(""Failing to convert "" + this.FullPropertyName + "" to "" + dp.OwnerType.Name + ""."" + dp.Name + "" ("" + dp.PropertyType + "")"", e);}"
ID:40	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Sda\CallHelper.cs	166					exception = ex;		catch (Exception ex) {exception = ex;}
ID:41	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Sda\CallHelper.cs	174	"LoggingService.Warn(""Exception during unloading"", ex)"				if (exception == null) {exception = ex;}		"catch (Exception ex) {LoggingService.Warn(""Exception during unloading"", ex);if (exception == null) {exception = ex;}}"
ID:42	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Sda\CallHelper.cs	205					MessageService.ShowException(ex);		catch (Exception ex) {// allow startup to continue if some commands failMessageService.ShowException(ex);}
ID:43	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Startup\SharpDevelopMain.cs	70					"try {HandleMainException(ex);} catch (Exception loadError) {// HandleMainException can throw error when log4net is not foundMessageBox.Show(loadError.ToString(), ""Critical error (Logging service defect?)"");}"		"catch (Exception ex) {try {HandleMainException(ex);} catch (Exception loadError) {// HandleMainException can throw error when log4net is not foundMessageBox.Show(loadError.ToString(), ""Critical error (Logging service defect?)"");}}"
ID:44	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Startup\SharpDevelopMain.cs	73					"MessageBox.Show(loadError.ToString(), ""Critical error (Logging service defect?)"");"		"catch (Exception loadError) {// HandleMainException can throw error when log4net is not foundMessageBox.Show(loadError.ToString(), ""Critical error (Logging service defect?)"");}"
ID:45	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Startup\SharpDevelopMain.cs	234	LoggingService.Error(ex)			return false;			catch (Exception ex) {LoggingService.Error(ex);return false;}
ID:46	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Templates\File\FileDescriptionTemplate.cs	85	LoggingService.Warn(content)				"content = ""Error reading content from "" + fileName + "":\n"" + e.ToString();"		"catch (Exception e) {content = ""Error reading content from "" + fileName + "":\n"" + e.ToString();LoggingService.Warn(content);}"
ID:47	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Templates\File\FileTemplateImpl.cs	346					MessageService.ShowException(e);		catch (Exception e) {MessageService.ShowException(e);}
ID:48	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Templates\Project\ProjectDescriptor.cs	396					"MessageService.ShowException(ex, ""Exception writing "" + fileName);"		"catch (Exception ex){MessageService.ShowException(ex, ""Exception writing "" + fileName);}"
ID:49	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\AvalonDockLayout.cs	282					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);// ignore errors loading configuration}
ID:50	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\AvalonDockLayout.cs	333					MessageService.ShowException(e);		catch (Exception e) {MessageService.ShowException(e);}
ID:51	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\ChooseLayoutComboBox.cs	156							catch (Exception) {}
ID:52	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\FileService.cs	540					"MessageService.ShowHandledException(e, ""Can't remove directory "" + fileName);"		"catch (Exception e) {MessageService.ShowHandledException(e, ""Can't remove directory "" + fileName);}"
ID:53	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\FileService.cs	551					"MessageService.ShowHandledException(e, ""Can't remove file "" + fileName);"		"catch (Exception e) {MessageService.ShowHandledException(e, ""Can't remove file "" + fileName);}"
ID:54	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\FileService.cs	580				return false;	"if (isDirectory) {MessageService.ShowHandledException(e, ""Can't rename directory "" + oldName);} else {MessageService.ShowHandledException(e, ""Can't rename file "" + oldName);}"		"catch (Exception e) {if (isDirectory) {MessageService.ShowHandledException(e, ""Can't rename directory "" + oldName);} else {MessageService.ShowHandledException(e, ""Can't rename file "" + oldName);}return false;}"
ID:55	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\FileService.cs	624				return false;	"if (isDirectory) {MessageService.ShowHandledException(e, ""Can't copy directory "" + oldName);} else {MessageService.ShowHandledException(e, ""Can't copy file "" + oldName);}"		"catch (Exception e) {if (isDirectory) {MessageService.ShowHandledException(e, ""Can't copy directory "" + oldName);} else {MessageService.ShowHandledException(e, ""Can't copy file "" + oldName);}return false;}"
ID:56	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\SingleInstanceHelper.cs	85	LoggingService.Warn(ex)						catch (Exception ex) {LoggingService.Warn(ex);}
ID:57	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WorkbenchStartup.cs	119					"MessageService.ShowException(e, ""unable to open file "" + file);"		"catch (Exception e) {MessageService.ShowException(e, ""unable to open file "" + file);}"
ID:58	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WorkbenchStartup.cs	142					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:59	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WorkbenchStartup.cs	159					"MessageService.ShowException(e, ""Exception while saving workbench state."");"		"catch (Exception e) {MessageService.ShowException(e, ""Exception while saving workbench state."");}"
ID:60	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WpfWorkbench.cs	501	"LoggingService.Warn(""Error while loading the view content memento file. Discarding any saved view states."", ex)"			return new Properties();			"catch (Exception ex) {LoggingService.Warn(""Error while loading the view content memento file. Discarding any saved view states."", ex);return new Properties();}"
ID:61	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WpfWorkbench.cs	547					"MessageService.ShowException(e, ""Can't get/set memento"");"		"catch (Exception e) {MessageService.ShowException(e, ""Can't get/set memento"");}"
ID:62	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WpfWorkbench.cs	622					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:63	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WpfWorkbench.cs	635					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:64	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Workbench\WpfWorkbench.cs	667					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:65	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\ComponentInspector\ComponentInspector\Src\ComponentInspectorApplication.cs	49				return;	"ErrorDialog.Show(ex, ""(bug, please report) Unhandled exception."", ""Unhandled Exception"", MessageBoxIcon.Error);"		"catch (Exception ex) {ErrorDialog.Show(ex, ""(bug, please report) Unhandled exception."", ""Unhandled Exception"", MessageBoxIcon.Error);return;}"
ID:66	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\Data\ICSharpCode.Data.Core\DatabaseObjects\Database.cs	119				return false;	"MessageBox.Show(string.Format(""Error while trying to load database '{0}'.\n\n"" + exception.Message, Name), _datasource.DatabaseDriver.Name , MessageBoxButton.OK, MessageBoxImage.Exclamation);"		"catch (Exception exception) { MessageBox.Show(string.Format(""Error while trying to load database '{0}'.\n\n"" + exception.Message, Name), _datasource.DatabaseDriver.Name , MessageBoxButton.OK, MessageBoxImage.Exclamation); return false; }"
ID:67	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\Data\ICSharpCode.Data.Core\DatabaseObjects\Datasource.cs	155				return HandlePopulateDatabasesException(exception);	return HandlePopulateDatabasesException(exception);		catch (Exception exception) { return HandlePopulateDatabasesException(exception); }
ID:68	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WpfDesign\WpfDesign\Project\PlacementOperation.cs	107	Debug.WriteLine(ex.ToString())	throw;				Abort();	catch (Exception ex) {Debug.WriteLine(ex.ToString());Abort();throw;}
ID:69	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WpfDesign\WpfDesign\Project\PlacementOperation.cs	177	Debug.WriteLine(ex.ToString())	throw;				op.changeGroup.Abort();	catch (Exception ex) {Debug.WriteLine(ex.ToString());op.changeGroup.Abort();throw;}
ID:70	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WpfDesign\WpfDesign\Project\PlacementOperation.cs	258	Debug.WriteLine(ex.ToString())	throw;				op.changeGroup.Abort();	catch (Exception ex) {Debug.WriteLine(ex.ToString());op.changeGroup.Abort();throw;}
ID:71	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\XmlEditor\Project\Src\RegisteredXmlSchemas.cs	142					"schemaErrors.Add(new RegisteredXmlSchemaError(""Unable to read schema '"" + fileName + ""'."", ex));"		"catch (Exception ex) {schemaErrors.Add(new RegisteredXmlSchemaError(""Unable to read schema '"" + fileName + ""'."", ex));}"
ID:72	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\XmlEditor\Project\Src\RegisteredXmlSchemasEditor.cs	138				return false;	"schemasPanel.ShowExceptionError(ex, ""${res:ICSharpCode.XmlEditor.XmlSchemasPanel.UnableToSaveChanges}"");"		"catch (Exception ex) {schemasPanel.ShowExceptionError(ex, ""${res:ICSharpCode.XmlEditor.XmlSchemasPanel.UnableToSaveChanges}"");return false;}"
ID:73	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\XmlEditor\Project\Src\RegisteredXmlSchemasEditor.cs	186					"schemasPanel.ShowError(""${res:ICSharpCode.XmlEditor.XmlSchemasPanel.UnableToAddSchema}\n\n"" + ex.Message);"		"catch (Exception ex) {schemasPanel.ShowError(""${res:ICSharpCode.XmlEditor.XmlSchemasPanel.UnableToAddSchema}\n\n"" + ex.Message);}"
ID:74	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\XmlEditor\Project\Src\RunXslTransformCommand.cs	60					MessageService.ShowException(ex);		catch (Exception ex) {MessageService.ShowException(ex);}
ID:75	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\Reporting\ICSharpCode.Reporting\Src\Xml\MycroParser.cs	70	"Console.WriteLine(""MycroParser:"")"						"catch(Exception){Console.WriteLine(""MycroParser:"");Console.WriteLine(""\t Not found {0}"",cname);//Trace.Fail(""Type ""+cname+"" could not be instantiated:\r\n""+e.Message);}"
ID:76	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\Reporting\ICSharpCode.Reporting\Src\Xml\MycroParser.cs	157					"Trace.Fail(""Adding to collection failed:\r\n""+e.Message);"		"catch(Exception e) { Trace.Fail(""Adding to collection failed:\r\n""+e.Message); }"
ID:77	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\Reporting\ICSharpCode.Reporting\Src\Xml\MycroParser.cs	168					"Trace.Fail(""List/Collection add failed:\r\n""+e.Message);"		"catch(Exception e) { Trace.Fail(""List/Collection add failed:\r\n""+e.Message); }"
ID:78	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\Reporting\ICSharpCode.Reporting\Src\Xml\MycroParser.cs	184					"Trace.Fail(""Property setter for ""+pname+"" failed:\r\n""+e.Message);"		"catch(Exception e) { Trace.Fail(""Property setter for ""+pname+"" failed:\r\n""+e.Message); }"
ID:79	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\Reporting\ICSharpCode.Reporting\Src\Xml\MycroParser.cs	227	"System.Console.WriteLine(""MycroParser : {0}"",s)"				"String s = String.Format(""Property setter for {0} failed {1}\r\n"",pi.Name, e.Message);"		"catch(Exception e){String s = String.Format(""Property setter for {0} failed {1}\r\n"",pi.Name, e.Message);System.Console.WriteLine(""MycroParser : {0}"",s);}"
ID:80	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\TextTemplating\Project\Src\TextTemplatingFileGenerator.cs	79	"DebugLogException(ex, inputFileName)"				"AddCompilerErrorToTemplatingHost(ex, inputFileName);"		"catch (Exception ex) {AddCompilerErrorToTemplatingHost(ex, inputFileName);DebugLogException(ex, inputFileName);}"
ID:81	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\TextTemplating\Project\Src\TextTemplatingFilePreprocessor.cs	85	"DebugLogException(ex, inputFileName)"				"AddCompilerErrorToTemplatingHost(ex, inputFileName);"		"catch (Exception ex) {AddCompilerErrorToTemplatingHost(ex, inputFileName);DebugLogException(ex, inputFileName);}"
ID:82	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp.Refactoring\CodeIssues\Custom\XmlDocIssue.cs	197					"AddXmlIssue(cref.ValueSegment.Offset - firstline.Length + 1, cref.ValueSegment.Length - 2, string.Format(ctx.TranslateString(""Reference parsing error '{0}'.""), e.Message));"		"catch (Exception e) {AddXmlIssue(cref.ValueSegment.Offset - firstline.Length + 1, cref.ValueSegment.Length - 2, string.Format(ctx.TranslateString(""Reference parsing error '{0}'.""), e.Message));}"
ID:83	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp.Refactoring\CodeIssues\NotWorking\AccessToClosureIssues\AccessToClosureIssue.cs	148				return;			catch (Exception) {return;}
ID:84	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Frontend\Gui\Window1.xaml.cs	118	Debug.WriteLine(ex.ToString())				MessageBox.Show(ex.ToString());		catch (Exception ex) {Debug.WriteLine(ex.ToString());MessageBox.Show(ex.ToString());}
ID:85	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.AddIn\Service\WindowsDebugger.cs	176		throw;			"if (e is COMException || e is BadImageFormatException || e is UnauthorizedAccessException) {string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotStartProcess}"");msg += "" "" + e.Message;if (e is COMException && ((uint)((COMException)e).ErrorCode == 0x80070032)) {msg += Environment.NewLine + Environment.NewLine;msg += ""64-bit debugging is not supported. Please set Project -> Project Options... -> Compiling -> Target CPU to 32bit."";}MessageService.ShowMessage(msg);OnDebugStopped(EventArgs.Empty);} else {throw;}"	"string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotStartProcess}"");"	"catch (System.Exception e) {// COMException: The request is not supported. (Exception from HRESULT: 0x80070032)// COMException: The application has failed to start because its side-by-side configuration is incorrect. Please see the application event log for more detail. (Exception from HRESULT: 0x800736B1)// COMException: The requested operation requires elevation. (Exception from HRESULT: 0x800702E4)// COMException: The directory name is invalid. (Exception from HRESULT: 0x8007010B)// BadImageFormatException: is not a valid Win32 application. (Exception from HRESULT: 0x800700C1)// UnauthorizedAccessException: Отказано в доступе. (Исключение из HRESULT: 0x80070005 (E_ACCESSDENIED))if (e is COMException || e is BadImageFormatException || e is UnauthorizedAccessException) {string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotStartProcess}"");msg += "" "" + e.Message;if (e is COMException && ((uint)((COMException)e).ErrorCode == 0x80070032)) {msg += Environment.NewLine + Environment.NewLine;msg += ""64-bit debugging is not supported. Please set Project -> Project Options... -> Compiling -> Target CPU to 32bit."";}MessageService.ShowMessage(msg);OnDebugStopped(EventArgs.Empty);} else {throw;}}"
ID:86	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.AddIn\Service\WindowsDebugger.cs	233		throw;			"if (e is COMException || e is UnauthorizedAccessException) {string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotAttachToProcess}"");MessageService.ShowMessage(msg + "" "" + e.Message);OnDebugStopped(EventArgs.Empty);} else {throw;}"	"string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotAttachToProcess}"");"	"catch (System.Exception e) {// CORDBG_E_DEBUGGER_ALREADY_ATTACHEDif (e is COMException || e is UnauthorizedAccessException) {string msg = StringParser.Parse(""${res:XML.MainMenu.DebugMenu.Error.CannotAttachToProcess}"");MessageService.ShowMessage(msg + "" "" + e.Message);OnDebugStopped(EventArgs.Empty);} else {throw;}}"
ID:87	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.AddIn\TreeModel\Utils.cs	45					if (process == null || process.HasExited) {// Process unexpectedly exited - silently ignore} else {MessageService.ShowException(ex);}		catch(System.Exception ex) {if (process == null || process.HasExited) {// Process unexpectedly exited - silently ignore} else {MessageService.ShowException(ex);}}
