	FilePath	Line	Logged	Thrown	SetLogicFlag	Return	RecoverFlag	OtherOperation	CatchBlock
ID:793	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\reflection.cs	471							catch (FileNotFoundException) {}
ID:794	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\reflection.cs	496				return null;	try {return assembly.IncludeModule (full_path);} catch (FileNotFoundException ff) {total_log += ff.FusionLog;}	bool err = true;	"catch (FileNotFoundException) {bool err = true;foreach (string dir in paths) {string full_path = Path.Combine (dir, module);if (!module.EndsWith ("".netmodule""))full_path += "".netmodule"";try {return assembly.IncludeModule (full_path);} catch (FileNotFoundException ff) {total_log += ff.FusionLog;}}if (err) {Error_FileNotFound (module);return null;}}"
ID:795	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\reflection.cs	505					total_log += ff.FusionLog;		catch (FileNotFoundException ff) {total_log += ff.FusionLog;}
ID:796	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\ResourceToolkit\Project\Src\Refactoring\ResourceRefactoringService.cs	99							catch (FileNotFoundException) {}
									
									
--------------------------------------------------------									
"Exception Type [System.Security.SecurityException]: NumCatchBlock: 10, NumLogged: 0, NumThrown: 0, NumLoggedAndThrown: 0, NumLoggedNotThrown: 0."									
ID:797	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Designer\TypeResolutionService.cs	534							catch (System.Security.SecurityException) {// registry access might be denied}
ID:798	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\ComponentInspector\ComponentInspector\Src\ComponentInspectorApplication.cs	49				return;	"ErrorDialog.Show(ex, ""Security exception. You don't have sufficient permissions to run the Inspector. Permission needed: "" + ex.PermissionType + "" state: "" + ex.PermissionState, ""Insufficient Permissions"", MessageBoxIcon.Error);"		"catch (SecurityException ex){ErrorDialog.Show(ex, ""Security exception. You don't have sufficient permissions to run the Inspector. Permission needed: "" + ex.PermissionType + "" state: "" + ex.PermissionState, ""Insufficient Permissions"", MessageBoxIcon.Error);return;}"
ID:799	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Tools\Help\source\HelperClasses\ApplicationHelpers.cs	28							catch (SecurityException){}
ID:800	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\Mono\Mono.Build.Tasks\MonoToolLocationHelper.cs	202							catch (SecurityException) { }
ID:801	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\Python\PythonBinding\Project\Src\PythonStandardLibraryPath.cs	44							catch (SecurityException) {}
ID:802	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\UsageDataCollector\UsageDataCollector\UsageDataSessionWriter.cs	464							catch (SecurityException) {// StackFrame.GetFileName requires PathDiscovery permission}
ID:803	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\FiletypeRegisterer\Project\Src\RegisterFiletypesCommand.cs	56							catch (System.Security.SecurityException) {// registry access might be denied}
ID:804	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\FiletypeRegisterer\Project\Src\RegisterFiletypesCommand.cs	64							catch (System.Security.SecurityException) {// registry access might be denied}
ID:805	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\FiletypeRegisterer\Project\Src\RegisterFiletypesCommand.cs	77				return null;			catch (System.Security.SecurityException) {// registry access might be deniedreturn null;}
ID:806	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\Items\TypeLibrary.cs	119							catch (System.Security.SecurityException) {// ignore type libraries that cannot be read from the registry}
									
									
--------------------------------------------------------									
"Exception Type [System.ArgumentException]: NumCatchBlock: 32, NumLogged: 4, NumThrown: 4, NumLoggedAndThrown: 0, NumLoggedNotThrown: 4."									
ID:807	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\WebReference.cs	64							catch (ArgumentException) { }
ID:808	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\AvalonEdit.Sample\ImageElementGenerator.cs	95							catch (ArgumentException) {// invalid filename syntax}
ID:809	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\DetectBinaryType.cs	32	"Debug.WriteLine("".NET detection failed: "" + ex.ToString())"			return false;			"catch (ArgumentException ex) {Debug.WriteLine("".NET detection failed: "" + ex.ToString());return false;}"
ID:810	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\DetectBinaryType.cs	98	"Debug.WriteLine(""64-bit detection failed: "" + ex.ToString())"			return false;			"catch (ArgumentException ex) {Debug.WriteLine(""64-bit detection failed: "" + ex.ToString());return false;}"
ID:811	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Tools\Help\source\HelperClasses\ApplicationHelpers.cs	28							catch (ArgumentException){}
ID:812	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\EmbeddedImageAddIn\ImageCache.cs	44							catch (ArgumentException) {// invalid filename syntax}
ID:813	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Util\NativeMethods.cs	131				return Encoding.Default;			catch (ArgumentException) {return Encoding.Default;}
ID:814	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Workbench\FileChangeWatcher.cs	149			watcher = null			watcher.Dispose();	catch (ArgumentException) {// can occur if parent directory was deleted externallyif (watcher != null) {watcher.Dispose();}watcher = null;}
ID:815	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\CompilableProject.cs	209				return OutputType.Exe;			catch (ArgumentException) {return OutputType.Exe;}
ID:816	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\CompilableProject.cs	259				return StartAction.Project;			catch (ArgumentException) {return StartAction.Project;}
ID:817	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\ProjectChangeWatcher.cs	111			watcher = null			watcher.Dispose();	catch (ArgumentException) {// can occur if parent directory was deleted externallyif (watcher != null) {watcher.Dispose();}watcher = null;}
ID:818	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\WixBinding\Project\Src\Project\WixProject.cs	284				return StartAction.Project;			catch (ArgumentException) {return StartAction.Project;}
ID:819	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\WixBinding\Test\DialogLoading\NullComponentCreatorTestFixture.cs	47					"Assert.AreEqual(""componentCreator"", ex.ParamName);"		"catch (ArgumentException ex) {Assert.AreEqual(""componentCreator"", ex.ParamName);}"
ID:820	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\IconEditor\IconEntry.cs	312				return null;			catch (ArgumentException) {return null;}
ID:821	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\ICSharpCode.Build.Tasks\Project\FxCop.cs	225	Log.LogWarningFromException(ex)			return string.Empty;		Log.LogWarning(cmd);	catch (ArgumentException ex) {Log.LogWarning(cmd);Log.LogWarningFromException(ex);return string.Empty;}
ID:822	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.Core\Thread.cs	210				return false;			catch (ArgumentException) {// May happen in release code with does not have any symbolsreturn false;}
ID:823	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.Core\Value.cs	381		"throw new GetValueException(""Invalid array index"");"					"catch (ArgumentException) {throw new GetValueException(""Invalid array index"");}"
ID:824	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Debugger\Debugger.Core\Value.cs	391		"throw new GetValueException(""Invalid array index"");"					"catch (ArgumentException) {throw new GetValueException(""Invalid array index"");}"
ID:825	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\ResourceToolkit\Project\Src\ResourceFileContent\DefaultFileLocalizedResourcesFinder.cs	48							catch (ArgumentException) {}
ID:826	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\ResourceToolkit\Project\Src\ResourceFileContent\DefaultFileLocalizedResourcesFinder.cs	89						continue;	catch (ArgumentException) {continue;}
ID:827	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\ResourceToolkit\Project\Src\ResourceFileContent\ResourcesResourceFileContent.cs	70			this.culture = CultureInfo.InvariantCulture				catch (ArgumentException) {this.culture = CultureInfo.InvariantCulture;}
ID:828	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.CSharp\Parser\mcs\statement.cs	4700						"sl.Error_AlreadyOccurs (rc, string_labels[(string) sl.Converted.GetValue ()]);"	"catch (ArgumentException) {if (string_labels != null)sl.Error_AlreadyOccurs (rc, string_labels[(string) sl.Converted.GetValue ()]);elsesl.Error_AlreadyOccurs (rc, labels[sl.Converted.GetValueAsLong ()]);}"
ID:829	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\UsageDataCollector\UsageDataCollector\UsageDataSessionWriter.cs	464							catch (ArgumentException) {// Path.GetFileName might throw on paths with invalid chars}
ID:830	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\VersionControl\GitAddIn\Src\Git.cs	40				return null;			catch (ArgumentException) {return null;}
ID:831	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\VersionControl\GitAddIn\Src\Git.cs	99							catch (ArgumentException) {// ignore invalid entries in PATH}
ID:832	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\VersionControl\SubversionAddIn\Src\Commands\AutostartCommands.cs	173				return null;			catch (ArgumentException) {return null;}
ID:833	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\NewProjectDialog.cs	230				return;		"createInLabel.Text = ResourceService.GetString(""ICSharpCode.SharpDevelop.Gui.Dialogs.NewProjectDialog.IllegalProjectNameError"").Replace(""\n"", "" "").Replace(""\r"", """");"	"catch (ArgumentException) {createInLabel.Text = ResourceService.GetString(""ICSharpCode.SharpDevelop.Gui.Dialogs.NewProjectDialog.IllegalProjectNameError"").Replace(""\n"", "" "").Replace(""\r"", """");return;}"
ID:834	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\OptionPanels\ProjectOptions\ProjectOptionPanel.cs	497							catch (ArgumentException) {// can happen in GetAbsolutePath if the path contains invalid characters}
ID:835	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\XamlDesigner\DocumentView.xaml.cs	52							catch (ArgumentException) {// invalid line number}
ID:836	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\AvalonEdit\ICSharpCode.AvalonEdit\Highlighting\Xshd\XmlHighlightingDefinition.cs	271		"throw Error(position, ex.Message);"					"catch (ArgumentException ex) {throw Error(position, ex.Message);}"
ID:837	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\CodeAnalysis\Src\FxCopWrapper.cs	151	LoggingService.Warn(cmd)			return string.Empty;			catch (ArgumentException ex) {LoggingService.Warn(cmd);LoggingService.Warn(ex);return string.Empty;}
ID:838	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\AvalonEdit\ICSharpCode.AvalonEdit\Search\SearchStrategyFactory.cs	51		"throw new SearchPatternException(ex.Message, ex);"					"catch (ArgumentException ex) {throw new SearchPatternException(ex.Message, ex);}"
									
									
--------------------------------------------------------									
"Exception Type [ICSharpCode.Core.ResourceNotFoundException]: NumCatchBlock: 9, NumLogged: 2, NumThrown: 0, NumLoggedAndThrown: 0, NumLoggedNotThrown: 2."									
ID:839	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Gui\Dialogs\ReferenceDialog\WebServicesView.cs	260							"catch (ResourceNotFoundException) {// in design mode, the core is not initialized -> the resources cannot be found}"
ID:840	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\StringParser\StringParser.cs	201				return null;			catch (ResourceNotFoundException) {return null;}
ID:841	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\ICSharpCode.Core.Presentation\LocalizeExtension.cs	61				"return ""{Localize:"" + key + ""}"";"			"catch (ResourceNotFoundException) {return ""{Localize:"" + key + ""}"";}"
ID:842	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\WixBinding\Project\Src\Gui\WixPackageFilesDiffControl.cs	169							catch (ResourceNotFoundException) { }
ID:843	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Services\IconService.cs	79	LoggingService.Warn(ex)						catch (ResourceNotFoundException ex) {LoggingService.Warn(ex);}
ID:844	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Services\IconService.cs	98	LoggingService.Warn(ex)		img = null				catch (ResourceNotFoundException ex) {LoggingService.Warn(ex);img = null;}
ID:845	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\XmlEditor\Project\Src\XPathQueryControl.cs	513							catch (ResourceNotFoundException) { }
ID:846	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\ICSharpCode.Core.Presentation\Menu\CoreMenuItem.cs	50							catch (ResourceNotFoundException) {}
ID:847	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\ICSharpCode.Core.WinForms\Menu\MenuCommand.cs	108							catch (ResourceNotFoundException) {}
									
									
--------------------------------------------------------									
"Exception Type [System.UnauthorizedAccessException]: NumCatchBlock: 38, NumLogged: 6, NumThrown: 7, NumLoggedAndThrown: 0, NumLoggedNotThrown: 6."									
ID:848	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Workbench\File\OpenedFile.cs	242						System.Threading.Thread.Sleep(250);	"catch (UnauthorizedAccessException) {// sometime File.Move raise exception (TortoiseSVN, Anti-vir ?)// try again after short delaySystem.Threading.Thread.Sleep(250);File.Move(saveAs, FileName);}"
ID:849	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	34		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:850	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	43		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:851	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	62		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:852	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	71		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:853	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	80		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:854	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	89		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:855	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\FileSystem.cs	100		"throw new IOException(ex.Message, ex);"					"catch (UnauthorizedAccessException ex) {throw new IOException(ex.Message, ex);}"
ID:856	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\Registrar.cs	58					"try {CreateKeys(RegistryHive.CurrentUser, view, guid, libraryId, classId, path);} catch (UnauthorizedAccessException) {return false;}"		"catch (UnauthorizedAccessException) {try {CreateKeys(RegistryHive.CurrentUser, view, guid, libraryId, classId, path);} catch (UnauthorizedAccessException) {return false;}}"
ID:857	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\Registrar.cs	61				return false;			catch (UnauthorizedAccessException) {return false;}
ID:858	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\Registrar.cs	104					"try {DeleteKey(RegistryHive.CurrentUser, view, guid);} catch (UnauthorizedAccessException) {return false;}"		"catch (UnauthorizedAccessException) {try {DeleteKey(RegistryHive.CurrentUser, view, guid);} catch (UnauthorizedAccessException) {return false;}}"
ID:859	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Controller\Registrar.cs	108				return false;			catch (UnauthorizedAccessException) {return false;}
ID:860	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Project\SolutionLoader.cs	197					exception = ex;		catch (UnauthorizedAccessException ex) {exception = ex;}
ID:861	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Services\ProjectService\ParseableFileContentFinder.cs	54				return null;			catch (UnauthorizedAccessException) {return null;}
ID:862	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	396				return new string[0];			catch (UnauthorizedAccessException) {return new string[0];}
ID:863	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	407						continue;	catch (UnauthorizedAccessException) {continue;}
ID:864	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	423				return false;			catch (UnauthorizedAccessException) {return false;}
ID:865	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	596				"return ObservedSaveHandleException(e, saveFile, fileName, message, policy);"	"return ObservedSaveHandleException(e, saveFile, fileName, message, policy);"		"catch (UnauthorizedAccessException e) {return ObservedSaveHandleException(e, saveFile, fileName, message, policy);}"
ID:866	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	637				"return ObservedSaveHandleError(e, saveFileAs, fileName, message, policy);"	"return ObservedSaveHandleError(e, saveFileAs, fileName, message, policy);"		"catch (UnauthorizedAccessException e) {return ObservedSaveHandleError(e, saveFileAs, fileName, message, policy);}"
ID:867	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\Services\FileUtility\FileUtility.cs	681				"return ObservedLoadHandleException(e, loadFile, fileName, message, policy);"	"return ObservedLoadHandleException(e, loadFile, fileName, message, policy);"		"catch (UnauthorizedAccessException e) {return ObservedLoadHandleException(e, loadFile, fileName, message, policy);}"
ID:868	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\SearchAndReplace\Project\Engine\SearchManager.cs	88				return null;			catch (UnauthorizedAccessException) {return null;}
ID:869	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Analysis\Profiler\Frontend\AddIn\Src\Dialogs\ProfileExecutableForm.xaml.cs	50					MessageService.ShowError(ex4.Message);		catch (UnauthorizedAccessException ex4) {MessageService.ShowError(ex4.Message);}
ID:870	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Project\PortableLibrary\Profile.cs	45				return null;			catch (UnauthorizedAccessException) {return null;}
ID:871	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Project\PortableLibrary\ProfileList.cs	63				return;			catch (UnauthorizedAccessException) {return;}
ID:872	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\AbstractProject.cs	103							catch (UnauthorizedAccessException) {}
ID:873	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Src\Project\AbstractProject.cs	130							catch (UnauthorizedAccessException) {}
ID:874	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Parser\AssemblyParserService.cs	164	"LoggingService.Warn(""Ignoring error while reading xml doc from "" + xmlDocFile, ex)"						"catch (UnauthorizedAccessException ex) {LoggingService.Warn(""Ignoring error while reading xml doc from "" + xmlDocFile, ex);}"
ID:875	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Parser\AssemblyParserService.cs	275	LoggingService.Warn(ex)			return null;			catch (UnauthorizedAccessException ex) {LoggingService.Warn(ex);return null;}
ID:876	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Parser\AssemblyParserService.cs	315	LoggingService.Warn(ex)						catch (UnauthorizedAccessException ex) {LoggingService.Warn(ex);}
ID:877	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Parser\ParserServiceEntry.cs	209				return default(ProjectEntry);			catch (UnauthorizedAccessException) {return default(ProjectEntry);}
ID:878	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Project\Solution.cs	310					"if ((FileAttributes.ReadOnly & attributes) == FileAttributes.ReadOnly) {MessageService.ShowErrorFormatted(""${res:SharpDevelop.Solution.CannotSave.ReadOnly}"", fileName);}else{MessageService.ShowErrorFormatted(""${res:SharpDevelop.Solution.CannotSave.UnauthorizedAccessException}"", fileName, ex.Message);}"	FileAttributes attributes = File.GetAttributes(fileName);	"catch (UnauthorizedAccessException ex) {FileAttributes attributes = File.GetAttributes(fileName);if ((FileAttributes.ReadOnly & attributes) == FileAttributes.ReadOnly) {MessageService.ShowErrorFormatted(""${res:SharpDevelop.Solution.CannotSave.ReadOnly}"", fileName);}else{MessageService.ShowErrorFormatted(""${res:SharpDevelop.Solution.CannotSave.UnauthorizedAccessException}"", fileName, ex.Message);}}"
ID:879	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Parser\ProjectContentContainer.cs	178	LoggingService.Warn(ex)			return null;			catch (UnauthorizedAccessException ex) {LoggingService.Warn(ex);return null;}
ID:880	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Parser\ProjectContentContainer.cs	211	LoggingService.Warn(ex)						catch (UnauthorizedAccessException ex) {LoggingService.Warn(ex);}
ID:881	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Parser\ProjectContentContainer.cs	234	LoggingService.Warn(ex)						catch (UnauthorizedAccessException ex) {LoggingService.Warn(ex);}
ID:882	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Base\Project\Parser\ProjectContentContainer.cs	368							catch (UnauthorizedAccessException) {}
ID:883	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\Python\PythonBinding\Project\Src\PythonStandardLibraryPath.cs	44							catch (UnauthorizedAccessException) {}
ID:884	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\UsageDataCollector\UsageDataCollector.AddIn\AnalyticsMonitor.cs	98						otherSharpDevelopVersions = new string[0];	catch (UnauthorizedAccessException) {otherSharpDevelopVersions = new string[0];}
ID:885	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\Misc\FiletypeRegisterer\Project\Src\RegisterFiletypesCommand.cs	105					"try {RegisterFiletype(Registry.CurrentUser.CreateSubKey(""Software\\Classes""), extension, description, command, icon);} catch {}"		"catch (UnauthorizedAccessException) {try {RegisterFiletype(Registry.CurrentUser.CreateSubKey(""Software\\Classes""), extension, description, command, icon);} catch {}}"
									
									
--------------------------------------------------------									
"Exception Type [System.Xml.XmlException]: NumCatchBlock: 46, NumLogged: 6, NumThrown: 6, NumLoggedAndThrown: 0, NumLoggedNotThrown: 6."									
ID:886	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Services\PropertyService.cs	58					"SD.MessageService.ShowError(""Error loading properties: "" + ex.Message + ""\nSettings have been restored to default values."");"		"catch (XmlException ex) {SD.MessageService.ShowError(""Error loading properties: "" + ex.Message + ""\nSettings have been restored to default values."");}"
ID:887	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Templates\TemplateService.cs	101		"throw new TemplateLoadException(ex.Message, ex);"					"catch (XmlException ex) {throw new TemplateLoadException(ex.Message, ex);}"
ID:888	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\SharpDevelop\Templates\Project\ProjectDescriptor.cs	144		"throw new TemplateLoadException(""Error loading include file "" + includeFileName, ex);"					"catch (XmlException ex) {throw new TemplateLoadException(""Error loading include file "" + includeFileName, ex);}"
ID:889	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\SettingsEditor\Project\SettingsViewContent.cs	91					ShowLoadError(ex.Message);		catch (XmlException ex) {ShowLoadError(ex.Message);}
ID:890	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\SettingsEditor\Project\SettingsViewContent.cs	135			appConfigDoc = null				catch (XmlException) {appConfigDoc = null;}
ID:891	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\DisplayBindings\WorkflowDesigner\Project\WorkflowDisplayBinding.cs	38	"LoggingService.Debug(""WorkflowDisplayBinding got exception: "" + e.Message)"			return false;			"catch (XmlException e) {LoggingService.Debug(""WorkflowDisplayBinding got exception: "" + e.Message);return false;}"
ID:892	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory\Documentation\XmlDocumentationProvider.cs	319				return allowReload ? ReloadAndGetDocumentation(key) : null;			catch (XmlException) {// may happen if the documentation file was changed so that the file position no longer starts on a valid XML elementreturn allowReload ? ReloadAndGetDocumentation(key) : null;}
ID:893	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory\Documentation\XmlDocumentationProvider.cs	342				return null;		this.index = new IndexEntry[0];	catch (XmlException) {this.index = new IndexEntry[0]; // clear index to avoid future load attemptsreturn null;}
ID:894	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\WixBinding\Project\Src\WixBinaries.cs	108							catch (XmlException) {}
ID:895	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Libraries\NRefactory\ICSharpCode.NRefactory.Xml\TagReader.cs	827				return false;			catch (System.Xml.XmlException) {return false;}
ID:896	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\AddIns\BackendBindings\XamlBinding\XamlBinding\PowerToys\XamlMenuCommand.cs	45					MessageService.ShowException(e);		catch (XmlException e) {MessageService.ShowException(e);}
ID:897	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\src\Main\Core\Project\Src\AddInTree\AddIn\AddIn.cs	299		"throw new AddInLoadException(ex.Message, ex);"					"catch (XmlException ex) {throw new AddInLoadException(ex.Message, ex);}"
ID:898	..\data\SharpDevelop\SharpDevelop-5.0-Beta2\samples\NAnt\NAnt.AddIn\Src\NAntBuildFile.cs	261					"buildFileError = new NAntBuildFileError(ex.Message, ex.LineNumber, ex.LinePosition);"		"catch(XmlException ex) {buildFileError = new NAntBuildFileError(ex.Message, ex.LineNumber, ex.LinePosition);}"
